password,zxcvbn_score,guesses,crack_time_offline_fast_hashing_1e10_per_second,matched_sequence_count
spring!2020tester,4,191905000000,19 seconds,3
spring!2020user,4,633662200000,1 minute,3
spring!2021@knight,4,593686000000,59 seconds,3
spring!2021admin,4,288817000000,29 seconds,3
spring!2021billy,4,29577400000,3 seconds,3
spring!2021hannah,4,52997800000,5 seconds,3
spring!2021password,4,20290000000,2 seconds,3
spring!2021test,4,37653400000,4 seconds,3
spring!2021user,4,633662200000,1 minute,3
spring!2022@!,4,13460010000,1 second,2
spring!2022@tiger,4,848080000000,1 minute,3
spring!2022admin,4,288817000000,29 seconds,3
spring!2022bella,4,447914200000,45 seconds,3
spring!2022david,4,20290000000,2 seconds,3
spring!2022test,4,37653400000,4 seconds,3
spring!2022user,4,633662200000,1 minute,3
spring!2023#user,4,6335722000000,11 minutes,3
spring!2023@admin,4,2887270000000,5 minutes,3
spring!2023admin,4,288817000000,29 seconds,3
spring!2023test,4,37653400000,4 seconds,3
spring!2023user,4,633662200000,1 minute,3
spring1990!admin,4,202000000000,20 seconds,3
spring1990!user,4,20290000000,2 seconds,3
spring1991!#sandy,4,1025439400000,2 minutes,4
spring1991!test,4,20290000000,2 seconds,3
spring1991!testuser,4,1169898850000,2 minutes,4
spring1991!user,4,20290000000,2 seconds,3
spring1992!@#111,4,202000000000,20 seconds,3
spring1992!admin,4,202000000000,20 seconds,3
spring1992!adminuser,4,1268124400000000,1 day,4
spring1992!david,4,20290000000,2 seconds,3
spring1992#tiger,4,84898000000,8 seconds,3
spring1992@test,4,20290000000,2 seconds,3
spring1993!london,4,54209200000,5 seconds,3
spring1993#test,4,20290000000,2 seconds,3
spring1993@user,4,20290000000,2 seconds,3
spring1994#test,4,20290000000,2 seconds,3
spring1994@test,4,20290000000,2 seconds,3
spring1994admin@,4,202000000000,20 seconds,3
spring1994admintest,4,1053701362000,2 minutes,4
spring1995#test,4,20290000000,2 seconds,3
spring1995#winter,4,75206800000,8 seconds,3
spring1995@test,4,20290000000,2 seconds,3
spring1995admin@,4,202000000000,20 seconds,3
spring1996!test,4,20290000000,2 seconds,3
spring1996#test,4,20290000000,2 seconds,3
spring1997!test,4,20290000000,2 seconds,3
spring1997testadmin,4,1053701362000,2 minutes,4
spring1998!admin,4,202000000000,20 seconds,3
spring1998!daniel,4,20290000000,2 seconds,3
spring1998#admin,4,202000000000,20 seconds,3
spring1998#test,4,20290000000,2 seconds,3
spring1998@user,4,20290000000,2 seconds,3
spring1998admin@,4,202000000000,20 seconds,3
spring1998testadmin,4,1053701362000,2 minutes,4
spring1999!admin,4,202000000000,20 seconds,3
spring1999!adminuser,4,1268124400000000,1 day,4
spring1999!test,4,20290000000,2 seconds,3
spring1999!test2011,4,5038000000000,8 minutes,4
spring1999!testuser,4,1169898850000,2 minutes,4
spring1999!user,4,20290000000,2 seconds,3
spring1999#admin,4,202000000000,20 seconds,3
spring1999#test,4,20290000000,2 seconds,3
spring1999@windsor,4,1025478164800,2 minutes,4
spring2000!admin,4,202000000000,20 seconds,3
spring2000!test,4,20290000000,2 seconds,3
spring2000!testadmin,4,58743400000000,2 hours,4
spring2000!testuser,4,1169898850000,2 minutes,4
spring2000!user,4,20290000000,2 seconds,3
spring2000#adminuser,4,1268124400000000,1 day,4
spring2000#winter,4,75206800000,8 seconds,3
spring2000@test,4,20290000000,2 seconds,3
spring2000admin!,4,202000000000,20 seconds,3
spring2000adminuser,4,1905993946000,3 minutes,4
spring2001!admin,4,202000000000,20 seconds,3
spring2001!michael,4,20290000000,2 seconds,3
spring2001!test,4,20290000000,2 seconds,3
spring2001!testadmin,4,58743400000000,2 hours,4
spring2001!winter,4,75206800000,8 seconds,3
spring2001#test,4,20290000000,2 seconds,3
spring2001#testuser,4,1169898850000,2 minutes,4
spring2001@james,4,20290000000,2 seconds,3
spring2001@test,4,20290000000,2 seconds,3
spring2001_alexandru,4,1078113494800,2 minutes,4
spring2002!@meck,4,202000000000,20 seconds,3
spring2002!admin,4,202000000000,20 seconds,3
spring2002!barnaby,4,1079197294000,2 minutes,4
spring2002!fall,4,20290000000,2 seconds,3
spring2002!michael,4,20290000000,2 seconds,3
spring2002!test,4,20290000000,2 seconds,3
spring2002!testadmin,4,58743400000000,2 hours,4
spring2002!testuser,4,1169898850000,2 minutes,4
spring2002#fall,4,20290000000,2 seconds,3
spring2002@admin,4,202000000000,20 seconds,3
spring2002@summer,4,27962200000,3 seconds,3
spring2003!admin,4,202000000000,20 seconds,3
spring2003!brenda,4,20290000000,2 seconds,3
spring2003!santa,4,202000000000,20 seconds,3
spring2003!testuser,4,1169898850000,2 minutes,4
spring2003!user,4,20290000000,2 seconds,3
spring2003#test,4,20290000000,2 seconds,3
spring2003#tiger,4,84898000000,8 seconds,3
spring2003@fall,4,20290000000,2 seconds,3
spring2004!2012,4,20290000000,2 seconds,3
spring2004!daisy,4,116798200000,12 seconds,3
spring2004!peter,4,20290000000,2 seconds,3
spring2004!test1,4,202000000000,20 seconds,3
spring2004!test111,4,5038000000000,8 minutes,4
spring2004!user,4,20290000000,2 seconds,3
spring2004#admin,4,202000000000,20 seconds,3
spring2004#testadmin,4,58743400000000,2 hours,4
spring2004#testuser,4,1169898850000,2 minutes,4
spring2004@pawel,4,202000000000,20 seconds,3
spring2004_letmein,4,20290000000,2 seconds,3
spring2005!123test,4,1231284526000,2 minutes,4
spring2005!admin,4,202000000000,20 seconds,3
spring2005!bobby,4,33211600000,3 seconds,3
spring2005!jenny,4,111548800000,11 seconds,3
spring2005!summer,4,27962200000,3 seconds,3
spring2005!test,4,20290000000,2 seconds,3
spring2005!testuser,4,1169898850000,2 minutes,4
spring2005!user,4,20290000000,2 seconds,3
spring2005#test,4,20290000000,2 seconds,3
spring2006!dude,4,20290000000,2 seconds,3
spring2006!garden,4,407938000000,41 seconds,3
spring2006!testuser,4,1169898850000,2 minutes,4
spring2006!user,4,20290000000,2 seconds,3
spring2006#test,4,20290000000,2 seconds,3
spring2006#testadmin,4,58743400000000,2 hours,4
spring2006#testuser,4,1169898850000,2 minutes,4
spring2006@peter,4,20290000000,2 seconds,3
spring2006@summer,4,27962200000,3 seconds,3
spring2006@test,4,20290000000,2 seconds,3
spring2006@winter,4,75206800000,8 seconds,3
spring2007!admin,4,202000000000,20 seconds,3
spring2007!test,4,20290000000,2 seconds,3
spring2007!testuser,4,1169898850000,2 minutes,4
spring2007#test,4,20290000000,2 seconds,3
spring2007#test!,4,202000000000,20 seconds,3
spring2007@pavel,4,202000000000,20 seconds,3
spring2007@test,4,20290000000,2 seconds,3
spring2007admintest,4,1053701362000,2 minutes,4
spring2008!admin,4,202000000000,20 seconds,3
spring2008!bottle,4,403900000000,40 seconds,3
spring2008!sandy,4,127297000000,13 seconds,3
spring2008!test,4,20290000000,2 seconds,3
spring2008!test!admin,4,578434000000000,16 hours,4
spring2008!test!alex,4,122947600000000,3 hours,4
spring2008!testuser,4,1169898850000,2 minutes,4
spring2008#admin,4,202000000000,20 seconds,3
spring2008#test,4,20290000000,2 seconds,3
spring2008#testuser,4,1169898850000,2 minutes,4
spring2008#tortoisemate,4,10415463585328000,12 days,5
spring2008@garden,4,407938000000,41 seconds,3
spring2008@mike,4,20290000000,2 seconds,3
spring2008@spring,4,271857400000,27 seconds,3
spring2008@test,4,20290000000,2 seconds,3
spring2008useradmin,4,1905993946000,3 minutes,4
spring2009!@mike,4,202000000000,20 seconds,3
spring2009!admin,4,202000000000,20 seconds,3
spring2009!maggie,4,24328000000,2 seconds,3
spring2009!punch,4,202000000000,20 seconds,3
spring2009!spring,4,271857400000,27 seconds,3
spring2009!test,4,20290000000,2 seconds,3
spring2009!testuser,4,1169898850000,2 minutes,4
spring2009!user,4,20290000000,2 seconds,3
spring2009!winter,4,75206800000,8 seconds,3
spring2009#adminuser,4,1268124400000000,1 day,4
spring2009#test,4,20290000000,2 seconds,3
spring2009@!test,4,202000000000,20 seconds,3
spring2009@admin,4,202000000000,20 seconds,3
spring2009@fall,4,20290000000,2 seconds,3
spring2009@test,4,20290000000,2 seconds,3
spring2009_boyfriend,4,251263600000,25 seconds,3
spring2010!admin,4,202000000000,20 seconds,3
spring2010!david,4,20290000000,2 seconds,3
spring2010!test,4,20290000000,2 seconds,3
spring2010!testme,4,1097231002000,2 minutes,4
spring2010!testuser,4,1169898850000,2 minutes,4
spring2010!user,4,20290000000,2 seconds,3
spring2010#admin,4,202000000000,20 seconds,3
spring2010#testuser,4,1169898850000,2 minutes,4
spring2010@!#me,4,20290000000,2 seconds,3
spring2010@billy,4,29577400000,3 seconds,3
spring2010@jimmy,4,39268600000,4 seconds,3
spring2010@piper,4,202000000000,20 seconds,3
spring2010@test,4,20290000000,2 seconds,3
spring2011!#tiger,4,848080000000,1 minute,3
spring2011!@thefog,4,20190100000000,34 minutes,3
spring2011!admin,4,202000000000,20 seconds,3
spring2011!dinner,4,141430000000,14 seconds,3
spring2011!sandy,4,127297000000,13 seconds,3
spring2011!test123,4,239957200000,24 seconds,3
spring2011!testme,4,1097231002000,2 minutes,4
spring2011#admin,4,202000000000,20 seconds,3
spring2011#test,4,20290000000,2 seconds,3
spring2011#testadmin,4,58743400000000,2 hours,4
spring2011@summer,4,27962200000,3 seconds,3
spring2011@test,4,20290000000,2 seconds,3
spring2012!@meow,4,202000000000,20 seconds,3
spring2012!@test,4,202000000000,20 seconds,3
spring2012!admin,4,202000000000,20 seconds,3
spring2012!jerry,4,20290000000,2 seconds,3
spring2012!kate,4,20290000000,2 seconds,3
spring2012!kristin,4,85705600000,9 seconds,3
spring2012!spring,4,271857400000,27 seconds,3
spring2012!test,4,20290000000,2 seconds,3
spring2012!test!1999,4,41380000000000,1 hour,4
spring2012!testadmin,4,58743400000000,2 hours,4
spring2012!testuser,4,1169898850000,2 minutes,4
spring2012!user,4,20290000000,2 seconds,3
spring2012!winter,4,75206800000,8 seconds,3
spring2012!wolfgang,4,365942800000,37 seconds,3
spring2012#garden,4,407938000000,41 seconds,3
spring2012#test1999,4,5038000000000,8 minutes,4
spring2012#user,4,20290000000,2 seconds,3
spring2012@#meow,4,202000000000,20 seconds,3
spring2012@1175,4,20290000000,2 seconds,3
spring2012@1972,4,20290000000,2 seconds,3
spring2012@butterfly,4,356251600000,36 seconds,3
spring2012@test,4,20290000000,2 seconds,3
spring2012@winter,4,75206800000,8 seconds,3
spring2013!@#herbert,4,1101757600000,2 minutes,4
spring2013!@#test,4,1075106800000,2 minutes,4
spring2013!@kenny,4,1023339640000,2 minutes,4
spring2013!admin,4,202000000000,20 seconds,3
spring2013!david,4,20290000000,2 seconds,3
spring2013!fashion,4,621548200000,1 minute,3
spring2013!test,4,20290000000,2 seconds,3
spring2013!testadmin,4,58743400000000,2 hours,4
spring2013!testdude,4,48890680000000,1 hour,4
spring2013!testuser,4,1169898850000,2 minutes,4
spring2013#garden,4,407938000000,41 seconds,3
spring2013@mike,4,20290000000,2 seconds,3
spring2013@paul,4,20290000000,2 seconds,3
spring2013admin#test,4,58743400000000,2 hours,4
spring2013adminuser,4,1905993946000,3 minutes,4
spring2013user@peter,4,5038000000000,8 minutes,4
spring2014!#meow,4,202000000000,20 seconds,3
spring2014!#test,4,202000000000,20 seconds,3
spring2014!@#1995,4,1040380000000,2 minutes,4
spring2014!admin,4,202000000000,20 seconds,3
spring2014!admintest,4,76106800000000,2 hours,4
spring2014!spring,4,271857400000,27 seconds,3
spring2014!test,4,20290000000,2 seconds,3
spring2014!test!admin,4,578434000000000,16 hours,4
spring2014!test!tester,4,2945669920000,5 minutes,4
spring2014!test#user,4,1268124400000000,1 day,4
spring2014!test1999,4,5038000000000,8 minutes,4
spring2014!testme,4,1097231002000,2 minutes,4
spring2014!testuser,4,1169898850000,2 minutes,4
spring2014#adminadmin,4,578341600000,58 seconds,3
spring2014#test,4,20290000000,2 seconds,3
spring2014#testadmin,4,58743400000000,2 hours,4
spring2014#testme,4,1097231002000,2 minutes,4
spring2014#testuser,4,1169898850000,2 minutes,4
spring2014#user,4,20290000000,2 seconds,3
spring2014@#test,4,202000000000,20 seconds,3
spring2014@admin,4,202000000000,20 seconds,3
spring2014@kate,4,20290000000,2 seconds,3
spring2014@sunflower,4,1029111557200,2 minutes,4
spring2014@test,4,20290000000,2 seconds,3
spring2014admin#test,4,58743400000000,2 hours,4
spring2014user@test,4,8510680000000,14 minutes,4
spring2015!#jessica,4,202000000000,20 seconds,3
spring2015!2015admin,4,58743400000000,2 hours,4
spring2015!2019,4,20290000000,2 seconds,3
spring2015!@#meow,4,2019100000000,3 minutes,3
spring2015!@test,4,202000000000,20 seconds,3
spring2015!@user,4,202000000000,20 seconds,3
spring2015!admin,4,202000000000,20 seconds,3
spring2015!frosty,4,521809600000,52 seconds,3
spring2015!test!admin,4,578434000000000,16 hours,4
spring2015!testgarden,4,82567600000000,2 hours,4
spring2015!testme,4,1097231002000,2 minutes,4
spring2015!testuser,4,1169898850000,2 minutes,4
spring2015!user,4,20290000000,2 seconds,3
spring2015#admin,4,202000000000,20 seconds,3
spring2015#meow,4,20290000000,2 seconds,3
spring2015#spring,4,271857400000,27 seconds,3
spring2015#user,4,20290000000,2 seconds,3
spring2015@#test,4,202000000000,20 seconds,3
spring2015@fall,4,20290000000,2 seconds,3
spring2015@test,4,20290000000,2 seconds,3
spring2015admin#admin,4,578434000000000,16 hours,4
spring2015test#test,4,8510680000000,14 minutes,4
spring2015testadmin,4,1053701362000,2 minutes,4
spring2015user#admin,4,58743400000000,2 hours,4
spring2015user@fascinaball,4,151592482000000000000,centuries,5
spring2015useradmin,4,1905993946000,3 minutes,4
spring2016!@#cherry,4,1324655200000,2 minutes,4
spring2016!admin,4,202000000000,20 seconds,3
spring2016!adminuser,4,1268124400000000,1 day,4
spring2016!password,4,20290000000,2 seconds,3
spring2016!test,4,20290000000,2 seconds,3
spring2016!test123,4,239957200000,24 seconds,3
spring2016!test2,4,202000000000,20 seconds,3
spring2016!testadmin,4,58743400000000,2 hours,4
spring2016!testme,4,1097231002000,2 minutes,4
spring2016!testuser,4,1169898850000,2 minutes,4
spring2016!user,4,20290000000,2 seconds,3
spring2016#testcody,4,19413280000000,32 minutes,4
spring2016@admin,4,202000000000,20 seconds,3
spring2016@barnabas,4,1119022472800,2 minutes,4
spring2016@jimmy,4,39268600000,4 seconds,3
spring2016@test,4,20290000000,2 seconds,3
spring2016@test!,4,202000000000,20 seconds,3
spring2017!#user,4,202000000000,20 seconds,3
spring2017!admin,4,202000000000,20 seconds,3
spring2017!johndoe,4,1043272015600,2 minutes,4
spring2017!kate,4,20290000000,2 seconds,3
spring2017!spring,4,271857400000,27 seconds,3
spring2017!test,4,20290000000,2 seconds,3
spring2017!testadmin,4,58743400000000,2 hours,4
spring2017!testuser,4,1169898850000,2 minutes,4
spring2017!user123,4,1221690238000,2 minutes,4
spring2017#meadows,4,269434600000,27 seconds,3
spring2017#user,4,20290000000,2 seconds,3
spring2017@chris,4,13594543744,1 second,3
spring2017@nurse,4,134471201536,13 seconds,3
spring2017@test,4,13450984768,1 second,3
spring2017admin@boring,4,953160400000000,1 day,4
spring2018!@#me,4,20290000000,2 seconds,3
spring2018!@garden,4,1081567600000,2 minutes,4
spring2018!admin,4,202000000000,20 seconds,3
spring2018!adminuser,4,1268124400000000,1 day,4
spring2018!sarah,4,20290000000,2 seconds,3
spring2018!sylvain,4,20190100000000,34 minutes,3
spring2018!testuser,4,1169898850000,2 minutes,4
spring2018!user,4,20290000000,2 seconds,3
spring2018#adminadmin,4,578341600000,58 seconds,3
spring2018#hockey,4,20290000000,2 seconds,3
spring2018@!#test,4,1075106800000,2 minutes,4
spring2018@test,4,20290000000,2 seconds,3
spring2018@testuser,4,1169898850000,2 minutes,4
spring2018admin@mike,4,58743400000000,2 hours,4
spring2019!#admin,4,1057743400000,2 minutes,4
spring2019!admin,4,202000000000,20 seconds,3
spring2019!mike,4,20290000000,2 seconds,3
spring2019!test,4,20290000000,2 seconds,3
spring2019!testme,4,1097231002000,2 minutes,4
spring2019!testuser,4,1169898850000,2 minutes,4
spring2019!user,4,20290000000,2 seconds,3
spring2019!wonderful,4,154351600000,15 seconds,3
spring2019#testtiger,4,17959600000000,30 minutes,4
spring2019@jimmy,4,39268600000,4 seconds,3
spring2019@puma,4,20290000000,2 seconds,3
spring2019@test,4,20290000000,2 seconds,3
spring2019@testuser,4,1169898850000,2 minutes,4
spring2020!#test,4,375634000000,38 seconds,3
spring2020!admin,4,288817000000,29 seconds,3
spring2020!password,4,20290000000,2 seconds,3
spring2020!testuser,4,1686391354000,3 minutes,4
spring2020!tiger,4,84898000000,8 seconds,3
spring2020!user,4,81667600000,8 seconds,3
spring2020!winter,4,75206800000,8 seconds,3
spring2020#spring,4,271857400000,27 seconds,3
spring2020#testadmin,4,108402724000000,3 hours,4
spring2020@jerry,4,20290000000,2 seconds,3
spring2020@test,4,37653400000,4 seconds,3
spring2020@tiger,4,84898000000,8 seconds,3
spring2020@user,4,81667600000,8 seconds,3
spring2020@winter,4,75206800000,8 seconds,3
spring2020admin#admin,4,2333833360000000,3 days,4
spring2020useradmin,4,4660215541840,8 minutes,4
spring2021!#test,4,375634000000,38 seconds,3
spring2021!2010,4,20290000000,2 seconds,3
spring2021!@harry,4,282760000000,28 seconds,3
spring2021!admin,4,288817000000,29 seconds,3
spring2021!kazutamur,4,134600000000010000,5 months,2
spring2021!test123,4,239957200000,24 seconds,3
spring2021!testadmin,4,108402724000000,3 hours,4
spring2021!testuser,4,7722775000000,13 minutes,3
spring2021#admin,4,288817000000,29 seconds,3
spring2021#adminadmin,4,578341600000,58 seconds,3
spring2021#testuser,4,7722775000000,13 minutes,3
spring2021@lilich,4,33627040000000,56 minutes,4
spring2021@march,4,57035800000,6 seconds,3
spring2021@test,4,25361728000,3 seconds,3
spring2021admin!,4,1927359004000,3 minutes,4
spring2021admin@user,4,8431536400000000,10 days,4
spring2022!#test,4,375634000000,38 seconds,3
spring2022!admin,4,288817000000,29 seconds,3
spring2022!password,4,20290000000,2 seconds,3
spring2022!summer,4,27962200000,3 seconds,3
spring2022!testuser,4,7722775000000,13 minutes,3
spring2022!tiger,4,84898000000,8 seconds,3
spring2022#testuser,4,7722775000000,13 minutes,3
spring2022@shannon,4,49767400000,5 seconds,3
spring2022admintest,4,8840398852000,15 minutes,4
spring2023!2023scoot,4,20315178100000000,24 days,3
spring2023!admin,4,288817000000,29 seconds,3
spring2023!sara,4,34019200000,3 seconds,3
spring2023!summer,4,27962200000,3 seconds,3
spring2023!test!testuser,4,4458023912540800,5 days,4
spring2023!test1997,4,8510680000000,14 minutes,4
spring2023!test2019,4,8510680000000,14 minutes,4
spring2023!testdavid,4,8510680000000,14 minutes,4
spring2023!testuser,4,7722775000000,13 minutes,3
spring2023!tiger,4,84898000000,8 seconds,3
spring2023!user#,4,13460000010000,22 minutes,2
spring2023!waffles,4,1747342600000,3 minutes,3
spring2023#admin,4,288817000000,29 seconds,3
spring2023#user,4,633662200000,1 minute,3
spring2023@kobe,4,1346000010000,2 minutes,2
spring2023@testuser,4,7722775000000,13 minutes,3
spring2023@user,4,633662200000,1 minute,3
spring2023@xavier,4,133757800000,13 seconds,3
spring2023admin#test,4,3755340100000000,4 days,3
spring2023user@test,4,375534100000000,10 hours,3
spring@1991sunshine,4,20290000000,2 seconds,3
spring@1992test,4,37653400000,4 seconds,3
spring@1996#test,4,375634000000,38 seconds,3
spring@1999_alex,4,609838000000,1 minute,3
spring@1999dude,4,239553400000,24 seconds,3
spring@2000_111,4,202000000000,20 seconds,3
spring@2003meow,4,1030444097200,2 minutes,4
spring@2004test,4,37653400000,4 seconds,3
spring@2005user,4,633662200000,1 minute,3
spring@2006!user,4,1888360000000,3 minutes,4
spring@2006barnaby,4,1079197294000,2 minutes,4
spring@2006sue,4,78841000000,8 seconds,3
spring@2007sandy,4,127297000000,13 seconds,3
spring@2007test,4,37653400000,4 seconds,3
spring@2008user,4,633662200000,1 minute,3
spring@2009billy,4,29577400000,3 seconds,3
spring@2009bobo,4,81667600000,8 seconds,3
spring@2009gina,4,85301800000,9 seconds,3
spring@2009test,4,37653400000,4 seconds,3
spring@2010penguin,4,211287400000,21 seconds,3
spring@2010saw,4,20290000000,2 seconds,3
spring@2010test,4,37653400000,4 seconds,3
spring@2012test,4,37653400000,4 seconds,3
spring@2013mike,4,41691400000,4 seconds,3
spring@2013nose,4,332831200000,33 seconds,3
spring@2013test,4,37653400000,4 seconds,3
spring@2014lambdan,4,80632590400000,2 hours,4
spring@2016user,4,633662200000,1 minute,3
spring@2017daisy,4,116798200000,12 seconds,3
spring@2017sunny,4,527866600000,53 seconds,3
spring@2018user,4,633662200000,1 minute,3
spring@2019sue,4,78841000000,8 seconds,3
spring@2020_jeff,4,472546000000,47 seconds,3
spring@2020shawn,4,36442000000,4 seconds,3
spring@2021admin,4,288817000000,29 seconds,3
spring@2021buckwheat,4,5618169400000,9 minutes,3
spring@2021test,4,37653400000,4 seconds,3
spring@2022!meow,4,13460000010000,22 minutes,2
spring@2023test,4,37653400000,4 seconds,3
spring_1990test,4,37653400000,4 seconds,3
spring_1996admin,4,288817000000,29 seconds,3
spring_1997#test,4,375634000000,38 seconds,3
spring_1999david,4,20290000000,2 seconds,3
spring_2001#test,4,375634000000,38 seconds,3
spring_2002#user,4,1888360000000,3 minutes,4
spring_2002@user,4,1888360000000,3 minutes,4
spring_2003@david,4,202000000000,20 seconds,3
spring_2007admin,4,288817000000,29 seconds,3
spring_2007test,4,37653400000,4 seconds,3
spring_2007user,4,633662200000,1 minute,3
spring_2008tiger,4,84898000000,8 seconds,3
spring_2008user,4,633662200000,1 minute,3
spring_2009!test,4,375634000000,38 seconds,3
spring_2009@rifle,4,9883600000000,16 minutes,4
spring_2009admin,4,288817000000,29 seconds,3
spring_2010!user,4,1888360000000,3 minutes,4
spring_2010test,4,37653400000,4 seconds,3
spring_2011admin,4,288817000000,29 seconds,3
spring_2012!@#,4,134600010000,13 seconds,2
spring_2012admin,4,288817000000,29 seconds,3
spring_2014!test,4,375634000000,38 seconds,3
spring_2014admin,4,288817000000,29 seconds,3
spring_2014user,4,633662200000,1 minute,3
spring_2015!david,4,202000000000,20 seconds,3
spring_2015admin,4,288817000000,29 seconds,3
spring_2015user,4,633662200000,1 minute,3
spring_2016test,4,37653400000,4 seconds,3
spring_2017!admin,4,2887270000000,5 minutes,3
spring_2017admin,4,288817000000,29 seconds,3
spring_2017test,4,37653400000,4 seconds,3
spring_2017user,4,633662200000,1 minute,3
spring_2018daisy,4,116798200000,12 seconds,3
spring_2018test,4,37653400000,4 seconds,3
spring_2019!admin,4,2887270000000,5 minutes,3
spring_2019#test,4,375634000000,38 seconds,3
spring_2019@!,4,13460010000,1 second,2
spring_2019@hank,4,1888360000000,3 minutes,4
spring_2019julie,4,21097600000,2 seconds,3
spring_2019testuser,4,1169898850000,2 minutes,4
spring_2020!#summer,4,2786320000000,5 minutes,3
spring_2020#test,4,375634000000,38 seconds,3
spring_2020admin,4,288817000000,29 seconds,3
spring_2020shanghai,4,1107130885840,2 minutes,4
spring_2020test,4,37653400000,4 seconds,3
spring_2020user,4,633662200000,1 minute,3
spring_2022testadmin,4,108402724000000,3 hours,4
spring_2023!test,4,375634000000,38 seconds,3
spring_2023admin,4,288817000000,29 seconds,3
spring_2023test,4,37653400000,4 seconds,3
squirrel!2007spring,4,517771600000,52 seconds,3
squirrel#2009summer,4,53174800000,5 seconds,3
squirrel2009!spring,4,517771600000,52 seconds,3
squirrel2015!test,4,38560000000,4 seconds,3
squirrel2016@spring,4,517771600000,52 seconds,3
squirrel2020!admin,4,550078000000,55 seconds,3
sue2005spring#test,4,16748200000000,28 minutes,4
sue2010admin@summer,4,17146000000000,29 minutes,4
sue2012#spring,4,78841000000,8 seconds,3
sue2018!@spring,4,787510000000,1 minute,3
sue@2004!test,4,108910000000,11 seconds,3
sue@summer2021!2021,4,4140000100000000,5 days,3
summer!1992zombie,4,25271200000,3 seconds,3
summer!1994fall,4,20800000000,2 seconds,3
summer!1995piper,4,45391600000,5 seconds,3
summer!1996#test,4,38602000000,4 seconds,3
summer!1997admin,4,29701000000,3 seconds,3
summer!1997squirrel,4,53174800000,5 seconds,3
summer!1998zack,4,38353600000,4 seconds,3
summer!1999user,4,65056600000,7 seconds,3
summer!2001_boy,4,92422000000,9 seconds,3
summer!2001user,4,65056600000,7 seconds,3
summer!2001xam,4,13800010000,1 second,2
summer!2002_alex,4,62614000000,6 seconds,3
summer!2004sunset,4,29990800000,3 seconds,3
summer!2005admin,4,29701000000,3 seconds,3
summer!2006spring,4,27962200000,3 seconds,3
summer!2007#greetings,4,1631674000000,3 minutes,3
summer!2008admin,4,29701000000,3 seconds,3
summer!2009wolfgang,4,37608400000,4 seconds,3
summer!2009zhang,4,132455800000,13 seconds,3
summer!2012matt,4,12271600000,1 second,3
summer!2014admin,4,27181362880,3 seconds,3
summer!2015_alex,4,62614000000,6 seconds,3
summer!2015admin,4,29701000000,3 seconds,3
summer!2015sorrel,4,382304800000,38 seconds,3
summer!2016user,4,65056600000,7 seconds,3
summer!2017admin,4,29701000000,3 seconds,3
summer!2019user,4,65056600000,7 seconds,3
summer!2020admin,4,29701000000,3 seconds,3
summer!2020user,4,65056600000,7 seconds,3
summer!2021#boy,4,92422000000,9 seconds,3
summer!2021gazp,4,138000010000,14 seconds,2
summer#1990wolfram,4,166735000000,17 seconds,3
summer#1991admin,4,29701000000,3 seconds,3
summer#1992zhang,4,132455800000,13 seconds,3
summer#1997cancer,4,32599000000,3 seconds,3
summer#2003user,4,65056600000,7 seconds,3
summer#2003zhang,4,132455800000,13 seconds,3
summer#2005spring,4,27962200000,3 seconds,3
summer#2006_boy,4,92422000000,9 seconds,3
summer#2012breeze,4,73750600000,7 seconds,3
summer#2013sabrina,4,12727000000,1 second,3
summer#2018lilac,4,520787800000,52 seconds,3
summer1990!springspring,4,55907200000,6 seconds,3
summer1990!testuser,4,791875000000,1 minute,3
summer1990_testy,4,20800000000,2 seconds,3
summer1992!#butterfly,4,365248000000,37 seconds,3
summer1992#admin,4,20800000000,2 seconds,3
summer1992#pizzaz,4,207100000000,21 seconds,3
summer1993!admin,4,20800000000,2 seconds,3
summer1993!testuser,4,791875000000,1 minute,3
summer1994!admin,4,20800000000,2 seconds,3
summer1994!spring,4,27962200000,3 seconds,3
summer1994#tester,4,19765000000,2 seconds,3
summer1995@wolverine,4,53299000000,5 seconds,3
summer1995_1978spring,4,6572440000000,11 minutes,4
summer1996!admin,4,20800000000,2 seconds,3
summer1997!spring,4,27962200000,3 seconds,3
summer1998!#karen,4,20800000000,2 seconds,3
summer1998!@spring,4,278722000000,28 seconds,3
summer1999!admin,4,20800000000,2 seconds,3
summer2000!admin,4,20800000000,2 seconds,3
summer2000!spring_,4,2070100000000,3 minutes,3
summer2000@spring,4,27962200000,3 seconds,3
summer2001!admin,4,20800000000,2 seconds,3
summer2001#fall1996,4,1414000000000,2 minutes,4
summer2001#sandy,4,13141000000,1 second,3
summer2001@spring,4,27962200000,3 seconds,3
summer2002!admin,4,20800000000,2 seconds,3
summer2002!foggy,4,20800000000,2 seconds,3
summer2002!test#,4,20800000000,2 seconds,3
summer2002!winterwolf,4,15353545600000,26 minutes,4
summer2002admin@home,4,6920200000000,12 minutes,4
summer2003!springtest,4,11364738400000,19 minutes,4
summer2003!winter1995,4,2540080000000,4 minutes,4
summer2004!admin,4,20800000000,2 seconds,3
summer2004!spring,4,27962200000,3 seconds,3
summer2004#test1999,4,1414000000000,2 minutes,4
summer2004@2kern,4,20800000000,2 seconds,3
summer2005!admin,4,20800000000,2 seconds,3
summer2005!mikab,4,20800000000,2 seconds,3
summer2005#spring,4,27962200000,3 seconds,3
summer2005#testuser,4,791875000000,1 minute,3
